course_id,title,provider,mapped_skill,cost,duration_hours,difficulty,source_url,description_preview
4197,(18hrs) WSQ - Digital Marketing Analytics (Synchronous E-Learning),@ASK TRAINING PTE. LTD.,Git,494.0,18.0,Unspecified,,"At the end of the program, learners will be equipped with the requisite knowledge, skills, and attitudes to make informed decisions in formulating customized digital marketing reports that illustrate Return on Investment (ROI) with key metrics and accompanying data insights for reporting to senior m"
4198,(18hrs) WSQ - Social Media Marketing,@ASK TRAINING PTE. LTD.,Git,494.0,18.0,Unspecified,,"At the end of the program, learners will be equipped with the requisite knowledge, skills, and attitudes to make informed decisions in formulating social media marketing strategies, executing a range of digital ads on various social media platforms such as Facebook and in managing the performance of"
5803,(eCornell) Aligning HR Strategy with Organizational Strategy,GENASHTIM,HRIS,700.0,12.0,Advanced,,"This course, based on the research and expertise of Christopher Collins, PhD, Associate Professor and Director of Executive Education for Cornell University's School of Industrial and Labor Relations, develops the skills needed to assess how organizations create value and to align the HR function to"
5804,(eCornell) Consulting Skills for Internal HR,GENASHTIM,HRIS,700.0,12.0,Advanced,,"This course develops the skills needed to be an effective internal HR consultant, based on the research and expertise of Christopher Collins, Ph.D.  Learn how to define the scope and nature of a consulting relationship, work with clients to diagnose problems and identify the root cause, present find"
5805,Devotional Literature,Singapore University of Social Sciences,HRIS,1461.0,18.0,Unspecified,,"Demonstrate a knowledge of Saiva, Vaisnavite, Buddhist, Islamic and Christian literatures.  Recognise the contents and forms of devotional poems from Tamil Nadu, Sri Lanka, Malaysia and Singapore.  Illustrate key poetic elements in devotional poems (e.g. similes, metaphor). Contrast the themes and w"
5806,Epic Literature,Singapore University of Social Sciences,HRIS,1461.0,18.0,Unspecified,,"Analyze characterization, themes and styles portrayed in various Epics. Describe the contents of the five major epics.  Identify the contributions of Islamic and Christian poets to the epics.  Illustrate the social, economic and moral values of the Tamil community.  Examine the critical questions su"
5807,Healthy Christmas Menu,Institute of Technical Education,HRIS,75.0,7.0,Unspecified,,Cooking healthy meals for yourself and your family does not have to be a complicated and pain-staking effort. Pick up useful tips on how to make tasty Christmas meal that is also suitable for renal patients
5808,Human Resource Information and Administration,Institute of Technical Education,HRIS,628.975,90.0,Unspecified,,"On completion of the module, students should be able to process and set up new hire s forms, process employee claims and payroll and update the Human Resource Information System (HRIS)."
5809,Human Resource Systems Management Level 2: Operate Human Resource Information Systems (Synchronous e-learning),HUMAN CAPITAL (SINGAPORE) PTE. LTD.,HRIS,240.0,16.0,Unspecified,,"This unit addresses the skills and knowledge required to operate an organisations people management/human capital information systems. It covers receiving and entering data, generating reports and reporting on issues."
5810,NE 201: The Power of Disruptive Innovation to Craft Winning Strategies,NANYANG TECHNOLOGICAL UNIVERSITY,HRIS,630.0,15.0,Unspecified,,1. Overview of Disruptive Innovation: from Sustaining to Disrupting; _x000D_ 2. Chrisnsen's theory of disruptive innovation; _x000D_ 3. Crystal ball gazing: Opportunities and threats; _x000D_ 4. Pain point identification to disrupt and win; _x000D_ 5. Innovative mindset and winning strategies; _x000
5811,NE 201: The Power of Disruptive Innovation to Craft Winning Strategies (Synchronous E-learning),NANYANG TECHNOLOGICAL UNIVERSITY,HRIS,630.0,15.0,Unspecified,,1. Overview of Disruptive Innovation: from Sustaining to Disrupting;_x000D_ 2. Chrisnsen's theory of disruptive innovation;_x000D_ 3. Crystal ball gazing: Opportunities and threats;_x000D_ 4. Pain point identification to disrupt and win;_x000D_ 5. Innovative mindset and winning strategies;_x000D_ 6.
5812,Religion and Society,Singapore University of Social Sciences,HRIS,1461.0,27.0,Unspecified,,"Religion remains a mainstay of contemporary societies, serving to organize social life and interaction among people. Here, we trace the historical origins of various religions â€“ Buddhism, Christianity, Hinduism, Islam, Taoism, and indigenous religions â€“ and use a comparative approach in our disc"
5814,(SCTP) WSQ Diploma in Retail (E-Commerce: Omni-Channel),Nanyang Polytechnic,Inventory Management,2265.0,180.0,Unspecified,,Unlock the potential of digital commerce with our comprehensive course! Gain a broad understanding of digital operations and master strategies to build an omni-commerce business model. Learn to optimize inventory management in response to customer journey changes and create engaging websites that co
5815,(eCornell) Inventory Management,GENASHTIM,Inventory Management,700.0,12.0,Unspecified,,"In this course, you will investigate the different factors that impact inventory management at your organization. You will explore a variety of inventory management tools and techniques to minimize costs and meet service levels that accord with your organization's mission, vision, and goals. You wi"
5816,(eCornell) Inventory Management Analysis,GENASHTIM,Inventory Management,700.0,12.0,Unspecified,,"In this course, you will explore two classic models for managing inventory and consider how choosing the appropriate model can vary depending on  the  goals  and  needs  of  the  organization.  You  will  apply  your  understanding of  these concepts to build a decision-making tool and apply it to r"
5817,(eCornell) Inventory Management Strategies,GENASHTIM,Inventory Management,700.0,12.0,Unspecified,,"In this course, you will explore the drivers of inventory strategy and compare product life cycles. You will practice using the appropriate models and approaches to match levels of inventory with demand in a way that maximizes profit, and you will determine the optimal policies to manage two types o"
5818,(eCornell) Managing your Food and Beverage Supply Chain,GENASHTIM,Inventory Management,700.0,12.0,Unspecified,,"In this course, you'll learn to optimize your operation's profits by effectively managing your selection, procurement, receiving, storage, and inventory management processes. The course is provided by eCornell in partnership with Genashtim."
5819,Build High-Performing Sales Channels,CLICKACADEMY ASIA PTE. LTD.,Inventory Management,400.0,16.0,Intermediate,,"This course is a comprehensive course designed for professionals aiming to master effective sales channel development, evaluation, and management. Structured into three Learning Units (LUs), it covers essential competencies for successful sales channel implementation._x000D_ _x000D_ LU1: Market Anal"
5820,Build High-Performing Sales Channels (Synchronous e-learning),CLICKACADEMY ASIA PTE. LTD.,Inventory Management,400.0,16.0,Intermediate,,"This course is a comprehensive course designed for professionals aiming to master effective sales channel development, evaluation, and management. Structured into three Learning Units (LUs), it covers essential competencies for successful sales channel implementation._x000D_ _x000D_ LU1: Market Anal"
5821,Business Process Management & Simulation (in MC in Supply & Process Improvement in Part-time Diploma in Business Practice (Logistics Management)),Temasek Polytechnic,Inventory Management,509.4,60.0,Unspecified,,"This subject covers various techniques and tools such as process chart, flow diagram as well as time study to map and evaluate business operation process._x000D_ _x000D_ The subject will use simulation software to create computer models of the various logistics and supply chain operation processes s"
5822,Certificate in Logistics Management,Republic Polytechnic,Inventory Management,5094.0,180.0,Unspecified,,"Participants will gain in-depth understanding of critical logistics functionalities such as warehousing, inventory management and distribution. Global logistics issues will also be covered."
5823,Certificate in Supply Chain Innovation,SINGAPORE POLYTECHNIC,Inventory Management,4374.0,135.0,Intermediate,,"The Diploma (Conversion) in Supply Chain Sustainability & Innovation will replace the existing Diploma (Conversion) in Supply Chain Management & Innovation, to reflect the new emphasis on sustainable and resilient supply chain._x000D_ _x000D_ Whether you are an experienced professional or someone lo"
5892,(SCTP) Productivity Improvement (SF - Manager) (Classroom Facilitated) (FT),Nanyang Polytechnic,KPI Design,252.0,30.0,Unspecified,,"At the end of the course, participants will:_x000D_ _x000D_ â€¢ understand the purpose of a productivity plan_x000D_ â€¢ be able to analyse and identify  areas where unproductivity occurs_x000D_ â€¢ be able to use tools to overcome team productivity issues_x000D_ â€¢ Put in place KPIs to track produ"
5893,9-Day Precision Engineering Assessment & Reskilling Lab (PEARL) CNC Milling,Nanyang Polytechnic,KPI Design,750.0,63.0,Intermediate,,"This course covers the fundamentals of Computer Numerical Control (CNC) technologies and programming codes (G-code/M-code), gaining hands-on experience with CNC milling machines through key operations such as datum/workpiece setup, cutting tool preparation, and script execution. They will also be ex"
5894,9-Day Precision Engineering Assessment & Reskilling Lab (PEARL) CNC Turning,Nanyang Polytechnic,KPI Design,750.0,63.0,Intermediate,,"This course covers the fundamentals of Computer Numerical Control (CNC) technologies and programming codes (G-code/M-code), gaining hands-on experience with CNC turning machines through key operations such as datum/workpiece setup, cutting tool preparation, and script execution. They will also be ex"
5895,Account Management for Growth,CLICKACADEMY ASIA PTE. LTD.,KPI Design,550.0,16.0,Intermediate,,This comprehensive course equips professionals with essential skills to excel in strategic account management and drive business growth through enhanced customer relationships._x000D_ _x000D_ Learn how to develop and implement effective account management plans that align with your organization's ob
5896,Advanced Certificate in Digital Procurement Module 1: Procurement Data Analytics and Performance Measurement,SINGAPORE MANAGEMENT UNIVERSITY,KPI Design,600.0,17.0,Advanced,,"As organisations increasingly embrace digitalisation to streamline their procurement processes, staying abreast of the latest developments is paramount for procurement professionals. This certificate programme is designed to equip procurement professionals with the knowledge and skills needed to nav"
5897,Advanced Certificate in Digital Procurement Module 1: Procurement Data Analytics and Performance Measurement (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,KPI Design,600.0,17.0,Advanced,,"As organisations increasingly embrace digitalisation to streamline their procurement processes, staying abreast of the latest developments is paramount for procurement professionals. This certificate programme is designed to equip procurement professionals with the knowledge and skills needed to nav"
5898,Advanced Certificate in Procurement Essentials Module 5: Contract and Performance Management,SINGAPORE MANAGEMENT UNIVERSITY,KPI Design,600.0,17.0,Advanced,,"At the end of the 2-day course, participants will be able to:_x000D_ â€¢ Understand contract management and its role in the procurement lifecycle_x000D_ â€¢ Manage the different facets to contract management_x000D_ â€¢ Implement SMART key performance indicators in contract_x000D_ â€¢ Interpret its l"
5899,Advanced Certificate in Procurement Essentials Module 5: Contract and Performance Management (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,KPI Design,600.0,17.0,Advanced,,"At the end of the 2-day course, participants will be able to:_x000D_ â€¢ Understand contract management and its role in the procurement lifecycle_x000D_ â€¢ Manage the different facets to contract management_x000D_ â€¢ Implement SMART key performance indicators in contract_x000D_ â€¢ Interpret its l"
5900,Advanced Data Analytics: Making Better Customer Decisions Using Analytics,SINGAPORE MANAGEMENT UNIVERSITY,KPI Design,900.0,24.0,Advanced,,"The overall objective of this three-day workshop is to equip participants with the competency to perform customer analytics. Participants will also be exposed to important analytical tools and customer related concepts such as customer lifetime value and NPS economics. At the end of the workshop, pa"
5901,Advanced Data Analytics: Making Better Customer Decisions Using Analytics (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,KPI Design,900.0,24.0,Advanced,,"The overall objective of this three-day workshop is to equip participants with the competency to perform customer analytics. Participants will also be exposed to important analytical tools and customer related concepts such as customer lifetime value and NPS economics. At the end of the workshop, pa"
6060,Employment Law and Industrial Relations,Singapore University of Social Sciences,Labour Market Research,1461.0,18.0,Unspecified,,Describe the key principles of Singaporeâ€™s legal employment framework Discuss the statutory employment laws in Singapore Explain how legislation has been used to improve labour standards for workers Illustrate how the legal employment framework is used to resolve employer-employee concerns and dis
6061,Facilitating Career Development (Synchronous & Asynchronous e-learning),Ngee Ann Polytechnic,Labour Market Research,1410.0,130.0,Beginner,,"The Facilitating Career Development (FCD) training workshop is targeted at those whose work is involved in mentoring and coaching their stakeholders in terms of career advice and career progression._x000D_ Participants will acquire 12 core competencies, that are fundamental skills and knowledge requ"
6062,Global Capitalism and Inequality,Singapore University of Social Sciences,Labour Market Research,1461.0,18.0,Unspecified,,"Demonstrate a comprehensive understanding of the historical development and key concepts of global capitalism. Discuss various perspectives on capitalism and inequality. Appraise the impact of globalisation, technological change and international migration on labour markets and income inequality. Ap"
6063,Job and Labour Market Analysis,Republic Polytechnic,Labour Market Research,1458.0,45.0,Unspecified,,"â€¢	Identify the contents of a job in terms of its context in human resource management _x000D_ â€¢	Interpret global, regional and local employment and salary trends and its impact on jobs _x000D_ â€¢	Identify market resources available to career development practitioners for the purpose of developm"
6064,National Economy and Growth,Singapore University of Social Sciences,Labour Market Research,1461.0,18.0,Unspecified,,"Illustrate the concepts of national output and income, unemployment, growth, and business cycles Examine the labour market Discuss the long-run growth theories Apply the IS-LM approach and the Aggregate Demand/Aggregate Supply approach to solve for equilibrium output in the (open) macroeconomy Analy"
6065,Post-Diploma Certificate in Career Development,Republic Polytechnic,Labour Market Research,4374.0,135.0,Unspecified,,This Post-Diploma Certificate consists of the following modules:_x000D_ - Job and Labour Market Analysis _x000D_ - Career Development and Counselling _x000D_ - Career Counselling Project _x000D_
6066,Social Policy and Societal Well-being,Singapore University of Social Sciences,Labour Market Research,1461.0,18.0,Unspecified,,"Illustrate key concepts in the field of social policy. Discuss contemporary policy issues affecting societal well-being, including globalisation, labour market volatility, income insecurity and inequality, demographic aging, and gender inequality. Apply concepts and tools from multiple disciplines t"
6067,(Ending Validility on 9 Aug 2025) Certified Lean Six Sigma Green Belt (CLSSGB) Training,TERTIARY INFOTECH PTE. LTD.,Lean Six Sigma Basics,315.0,16.0,Beginner,,"The WSQ Certified Lean Six Sigma Green Belt (CLSSGB) Training course equips participants with the skills to lead process improvement initiatives using the Lean Six Sigma DMAIC framework. Participants will learn to define project goals, map processes, and identify key performance metrics. The course"
6068,(SCTP) Programme for the Lean Six Sigma Champion and Operational Excellence Manager (Full-Time) (TA-eligible),SINGAPORE INSTITUTE OF TECHNOLOGY,Lean Six Sigma Basics,3000.0,300.0,Advanced,,"Business improvement not only benefits the bottom line, but it can also lead to improvements in quality, reliability, service excellence, safety for both employees and customers. And every organisation can benefit from a Lean Expert and Operations Excellence Manager. _x000D_ _x000D_ The pivotal role"
6069,(eCornell) Quality and Process Improvement for Senior Living,GENASHTIM,Lean Six Sigma Basics,700.0,12.0,Unspecified,,"Throughout the course, you will identify a process in need of improvement at your organization and reflect on how it could be improved. You'll access several tools to help you understand the source of a problem with a process and use those tools to assess an issue in your organization. As your cours"
6070,AI Powered Agentic Process Automation (APA),INNOHAT TRAINING PTE. LTD.,Lean Six Sigma Basics,875.0,24.0,Unspecified,,"This WSQ Mastering AI Powered Agentic Process Automation (APA) course provides a deep dive into the transformative world of AI automation. Participants will evaluate the strengths and limitations of Large Language Models (LLMs) by exploring their applications, running local models, and building and"
6071,Advanced Machine Learning for Financial Services,NATIONAL UNIVERSITY OF SINGAPORE,Lean Six Sigma Basics,3600.0,30.0,Advanced,,AI/ML models in Banking (along with Finance in general) industry are becoming increasingly popular due to the following reasons:   1)	Hope to have sharper discrimination with AI/ML models so that more customers can be approved using scientific tools (e.g. credit score) while satisfying regulatory de
6072,Agile Management Primer (SF) (Synchronous and Asynchronous E-Learning),LITHAN ACADEMY PTE. LTD.,Lean Six Sigma Basics,600.0,20.75,Unspecified,,"Needs for the training _x000D_ The program gives every individual across various organizational functions an expected level of knowledge and skills in Agile Project Management and the SCRUM framework. It is recommended for all individuals, including the SME employer and employees, to undergo the Agi"
6073,Apply Continuous Process Improvement Techniques (Blended) SFw,Electronics Industries Training Centre,Lean Six Sigma Basics,150.0,15.0,Unspecified,,"On completion of this course, learners will have the skills and knowledge in applying continuous process improvement techniques and be able to out it into practice at their workplaces."
6074,Apply Statistics for Lean Six Sigma,NANYANG TECHNOLOGICAL UNIVERSITY,Lean Six Sigma Basics,735.0,28.0,Beginner,,"1. Solidify understanding of fundamental principles of data and statistical analysis_x000D_ 2. Assess and manage data integrity, whether for projects or ongoing process metrics_x000D_ 3. Organize/format data as needed to conduct meaningful analyses_x000D_ 4. Identify and formulate critical questions"
6075,Certified Agile Service Manager (SF),NTUC LEARNINGHUB PTE. LTD.,Lean Six Sigma Basics,420.0,16.0,Unspecified,,"â€¢	Describe the meaning of â€œbe agileâ€_x000D_ â€¢	List and explain the Agile Manifesto, its core values and principles_x000D_ â€¢	Explain how to adapt Agile thinking and it values into service management_x000D_ â€¢	Describe Agile concepts and practices including DevOps, ITIL Â®, Site Reliability"
6076,Certified Agile Service Manager (SF) (Synchronous e-learning),NTUC LEARNINGHUB PTE. LTD.,Lean Six Sigma Basics,420.0,16.0,Unspecified,,"â€¢	Describe the meaning of â€œbe agileâ€_x000D_ â€¢	List and explain the Agile Manifesto, its core values and principles_x000D_ â€¢	Explain how to adapt Agile thinking and it values into service management_x000D_ â€¢	Describe Agile concepts and practices including DevOps, ITIL Â®, Site Reliability"
6151,"(SCTP Module) AI-Powered Content Creation (Classroom, Synchronous and Asynchronous)",Republic Polytechnic,Machine Learning Basics,279.0,45.0,Intermediate,,"Generative Artificial Intelligence (AI) is taking the world by storm.  Join us to tap on this exciting technology to create stunning and professional designs, graphics, images, and animation.  No design or graphics background required.  This course is designed to provide participants with a comprehe"
6152,(SCTP Module) Abnormality Detection using Computer Vision Artificial Intelligence (AI) (Classroom and Asynchronous),Republic Polytechnic,Machine Learning Basics,162.0,8.0,Unspecified,,The application of Computer Vision in object identification and classification is well-established supported by extensive literatures. Applications include and not limited to: _x000D_ Â· Object detection _x000D_ Â· Object classification _x000D_ Â· Semantic Segmentation _x000D_ Â· Instance Segmentati
6153,"(SCTP Module) Analysing Data for Business Success (Classroom, Synchronous and Asynchronous)",Republic Polytechnic,Machine Learning Basics,390.0,55.0,Intermediate,,"This module equips professionals from different fields and background with skills in data handling and analysis using Power Query, Excel, and Power BI (business Intelligence), focusing on automating data transformations and creating dynamic dashboards. It enhances data interpretation by integrating"
6154,(SCTP Module) Digital Photography and Imaging with Artificial Intelligence (AI) (Classroom & Asynchronous),Republic Polytechnic,Machine Learning Basics,930.0,90.0,Intermediate,,This module covers the basics to intermediate mastery of digital photography in both hardware and software. Participants will learn how to handle professional standard camera equipment with competency for setup and production. They will also learn software imaging enhanced with the use of the AI ima
6155,(SCTP Module) Facade Inspection With Unmanned Aircraft (Classroom and Asynchronous),Republic Polytechnic,Machine Learning Basics,435.0,24.0,Intermediate,,"This course is recommended for existing or potential unmanned aircraft pilots, professional engineers, facilities personnel, or anyone who intend to operate an unmanned aircraft for facade inspection. The purpose of this course is to provide applicants with theoretical knowledge in accordance with B"
6156,(SCTP Module) Generative AI in Market Research (Synchronous & Asynchronous e-learning),Republic Polytechnic,Machine Learning Basics,60.0,12.0,Intermediate,,"This course explores how Generative Artificial Intelligence (AI) is revolutionizing market research by automating tasks like survey design, sentiment analysis, and trend prediction. Learn to harness AI tools for deeper consumer insights, while addressing ethical considerations and data privacy. Idea"
6157,"(SCTP Module) Marketing Analytics and Visualisation (Classroom, Synchronous and Asynchronous)",Republic Polytechnic,Machine Learning Basics,279.0,45.0,Unspecified,,"This module provides essential skills in marketing analytics and data visualization, focusing on the analysis and interpretation of marketing data. Students will explore techniques such as descriptive and predictive analytics to assess performance and consumer behavior. The course emphasizes effecti"
6158,"(SCTP Module) System Architecture, Engineering & Artificial Intelligence (AI) Security",SINGAPORE UNIVERSITY OF TECHNOLOGY AND DESIGN,Machine Learning Basics,1014.285,45.5,Beginner,,"System Architecture , Engineering & Artificial Intelligence (AI) Security Module - Data is the foundation of modern technologies, including Artificial Intelligence. Through this unit, learners will learn the foundational concepts of cybersecurity such as Confidentiality, Integrity and Availability ("
6159,(SCTP) AI IN STRATEGIC BUSINESS TRANSFORMATION,TEMBUSU INSTITUTE PTE. LTD.,Machine Learning Basics,2589.6,112.0,Intermediate,,"A comprehensive AI transformation program, designed for Small Medium Enterprise (SME) employees, and PMET individuals looking to integrate AI into daily operations. _x000D_ This programme equips mid-career professionals and job seekers with the essential AI-powered skills to lead digital change in S"
6160,(SCTP) Advanced Certificate in AI Application Development (Synchronous & Asynchronous E-Learning),LITHAN ACADEMY PTE. LTD.,Machine Learning Basics,2250.0,322.0,Advanced,,"The Advanced Certificate in AI Application Development equips learners with essential skills to excel as front-end AI application developers, integrating cutting-edge AI technologies into web development. The program spans four modules, each focusing on core elements of front-end development.  _x000"
6859,Advanced Certificate in Data Analytics in Digital Economy Module 4: Big Data Management and Visualisation Tools,SINGAPORE MANAGEMENT UNIVERSITY,Power BI,600.0,15.0,Advanced,,"Module 4 provides an in-depth understanding of big data management and visualisation tools essential for analysing large datasets in the digital economy. Participants will learn about various techniques and technologies used to store, process, and manage big data efficiently, covering topics such as"
6860,Advanced Certificate in Data Analytics in Digital Economy Module 4: Big Data Management and Visualisation Tools (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,Power BI,600.0,15.0,Advanced,,"Module 4 provides an in-depth understanding of big data management and visualisation tools essential for analysing large datasets in the digital economy. Participants will learn about various techniques and technologies used to store, process, and manage big data efficiently, covering topics such as"
6861,Analytics Implementation (SF),LITHAN ACADEMY PTE. LTD.,Power BI,1500.0,60.75,Intermediate,,"This Course helps in understanding Analytics Project Implementation using Microsoft Power BI. It is suitable for industry sectors like Banking & Securities, Insurance, Energy, Healthcare, manufacturing, FMCG markets, E-Commerce etc. It is targeted at IT & Non-IT Professional (PME) from various domai"
6862,Analyzing and Visualizing Data with Power BI (SF) (Synchronous e-learning),NTUC LEARNINGHUB PTE. LTD.,Power BI,540.0,24.0,Unspecified,,Perform Power BI desktop data transformation._x000D_ â€¢ Describe Power BI desktop modelling._x000D_ â€¢ Create a Power BI desktop visualization._x000D_ â€¢ Implement the Power BI service._x000D_ â€¢ Describe how to connect to Excel data._x000D_ â€¢ Describe how to collaborate with Power BI data._x0
6863,Business Intelligence with Power BI (Synchronous E-Learning),AVENTIS GRADUATE SCHOOL PTE. LTD.,Power BI,495.0,14.5,Unspecified,,"Business Intelligence with Power BI for the Energy and Power Sector is designed to enhance analytical proficiency and strategic decision-making within the energy and power industry. By exploring key principles of business intelligence (BI) and leveraging Power BI, this course equips learners with es"
6864,Data Analytics & Visualization with Power BI,INTELLISOFT SYSTEMS,Power BI,500.0,16.0,Unspecified,,"This course aims to develop the knowledge and skills required to implement contemporary techniques and dynamic visual displays, with illustrative and interactive graphics, to present patterns, trends, and analytical insights from data or new concepts in a strategic manner for the intended audience."
6865,Data Analytics Using Advanced Power BI,SINGAPORE MANAGEMENT UNIVERSITY,Power BI,900.0,24.0,Advanced,,"At the end of the course, participants will _x000D_ â€¢	Create Advanced Power BI Reports _x000D_ â€¢	Gain an advanced understanding of data schemas and extraction of data and perform advanced transformations of data or any data schema_x000D_ â€¢	Utilise time-phased data in the creation of complex an"
6866,Data Analytics Using Advanced Power BI (Synchronous E-learning),SINGAPORE MANAGEMENT UNIVERSITY,Power BI,900.0,24.0,Advanced,,"At the end of the course, participants will _x000D_ â€¢	Create Advanced Power BI Reports _x000D_ â€¢	Gain an advanced understanding of data schemas and extraction of data and perform advanced transformations of data or any data schema_x000D_ â€¢	Utilise time-phased data in the creation of complex an"
6867,WSQ-MS Introduction to Data Analytics with Excel and Power BI,TRAINOCATE (S) PTE. LTD.,Power BI,290.0,16.0,Beginner,,The Introduction to Data Analytics course is designed to provide participants with foundational knowledge and skills in handling and analyzing data using Excel and Power BI.
6868,"(SCTP Module) AI Marketing Mavericks (Classroom, Synchronous and Asynchronous)",Republic Polytechnic,Predictive Modelling,279.0,45.0,Unspecified,,"This course explores the transformative impact of artificial intelligence (AI) on marketing strategies and practices. Students will learn how to leverage AI tools and technologies to enhance customer engagement, personalize marketing campaigns, and optimize decision-making processes. Through hands-o"
6869,(SCTP Module) Data Science Modelling with Programming,SINGAPORE UNIVERSITY OF TECHNOLOGY AND DESIGN,Predictive Modelling,1350.0,156.5,Beginner,,Appreciate the use of basic model by junior data scientist in a general setting_x000D_ Adopt a statistical approach to solving ambiguous issues_x000D_ Apply computational thinking to solve business problem_x000D_ Leverage on Basic Supervised and Unsupervised Learning Model appropriately for Business
6870,(SCTP Module) Photo & Video Editing (Classroom and Asynchronous),Republic Polytechnic,Predictive Modelling,450.0,24.0,Unspecified,,"This module enables participants to process photos or videos taken during the visual inspection process by drones, so that the footage ganered can subsequently be used to perform defect classifications and labelling of the image data. Thus enabling efficient training of Machine Learning (ML) models"
6871,(SCTP) AI and Cloud Services (Classroom and Asynchronous e-learning),Singapore Polytechnic,Predictive Modelling,5500.0,120.0,Beginner,,"The objective of the course is to prepare potential candidates in AI and Cloud Computing industries. The participants will learn essential and fundamentals skills in Computer Networking, Python Programming for Internet of Things, Machine Learning, Artificial Intelligence, Cloud Services and Storage"
6872,"(SCTP) Advanced Professional Certificate in Data Science and AI (Classroom, Synchronous and Asynchronous e-learning) (Full-Time) (TA-eligible)",NANYANG TECHNOLOGICAL UNIVERSITY,Predictive Modelling,8880.0,300.0,Advanced,,"According to a 2024 Forbes study on AI trends, the global AI market was valued at $136.55 billion in 2022, expected to grow at a compound annual growth rate of 37.3% from 2023 to 2030, reaching $1,811.8 billion by 2030. Singapore is one of the fastest-growing markets for AI talent in Asia-Pacific, w"
6873,"(SCTP) Advanced Professional Certificate in Data Science and AI (Classroom, Synchronous and Asynchronous e-learning) (Part-Time)",NANYANG TECHNOLOGICAL UNIVERSITY,Predictive Modelling,8880.0,300.0,Advanced,,"According to a 2024 Forbes study on AI trends, the global AI market was valued at $136.55 billion in 2022, expected to grow at a compound annual growth rate of 37.3% from 2023 to 2030, reaching $1,811.8 billion by 2030. Singapore is one of the fastest-growing markets for AI talent in Asia-Pacific, w"
6874,(SCTP) Associate AI/ML Developer,NTUC LEARNINGHUB PTE. LTD.,Predictive Modelling,4860.0,246.0,Advanced,,"This is a part-time course. This programme is designed for career switchers looking to enter the field of AI and machine learning. It provides a structured learning path from fundamental concepts to advanced AI applications, making it suitable for individuals with little to no prior programming expe"
6875,(SCTP) Associate AI/ML Developer (3 Months Intensive),NTUC LEARNINGHUB PTE. LTD.,Predictive Modelling,4860.0,246.0,Intermediate,,"The ""Associate AL/ML Developer"" program is a comprehensive learning initiative designed to equip participants with the fundamental skills and knowledge required to excel in the fields of Artificial Intelligence (AI) and Machine Learning (ML). This program provides a structured curriculum, combining"
6876,(SCTP) Business Digitalisation Specialist (Classroom and Synchronous eLearning),BELLS Institute of Higher Learning Pte. Ltd.,Predictive Modelling,2536.5,161.5,Intermediate,,"This course aims to empower learners with skills to utilize Generative AI and emerging technologies in professional settings. It covers current trends, enabling critical evaluation for business relevance. Learners will synthesize knowledge to advise on technology adoption, aligning with organization"
6877,(SCTP) Certificate in Electronics,SINGAPORE UNIVERSITY OF SOCIAL SCIENCES,Predictive Modelling,2193.9,60.5,Intermediate,,"Singapore has a growing and vibrant electronics industry that generated more than $131 billion of output in 2020, accounting for about 8.4% of Singaporeâ€™s GDP. The sector is made up of companies with key activities in semiconductor, consumer electronics and information technology. Other niche area"
7427,"""Must be PD!"" : Social Work Intervention with Persons with Borderline Personality Disorder (Classroom and Asynchronous e-Learning)",NATIONAL UNIVERSITY OF SINGAPORE,Presentation,285.0,7.5,Unspecified,,"Objectives:_x000D_ At the end of the programme, participants are expected to achieve the following objectives:                                                                                                                                                    _x000D_ 1. Attain an understanding of the"
7428,(PDECCE-T) Young Childrenâ€™s Language and Literacy Education,KLC INTERNATIONAL INSTITUTE PTE. LTD.,Presentation,182.667,60.0,Unspecified,,"This module explores a number of issues associated with the development of childrenâ€™s language and literacy. It looks at an integrated approach to fostering literacy (reading, writing, listening, speaking, thinking, viewing, and visually representing) development in young children by exploring the"
7429,(PDECCE-T/CCP) Young Childrenâ€™s Language and Literacy Education,KLC INTERNATIONAL INSTITUTE PTE. LTD.,Presentation,182.667,60.0,Unspecified,,"This module explores a number of issues associated with the development of childrenâ€™s language and literacy. It looks at an integrated approach to fostering literacy (reading, writing, listening, speaking, thinking, viewing, and visually representing) development in young children by exploring the"
7430,(SCTP Module) Foundation of Data Science,SINGAPORE UNIVERSITY OF TECHNOLOGY AND DESIGN,Presentation,1350.0,156.5,Intermediate,,"Understand what is Big Data Analytics, how it is used and where it can be applied._x000D_ Prepare, analyse, identify business insights, and apply data science and big data analytics._x000D_ Develop, evaluate testing methods for statistical model._x000D_ Demonstrate through a presentation on how they"
7431,(SCTP Module) Immersive Narrative Design (Synchronous and Asynchronous),Republic Polytechnic,Presentation,198.0,30.0,Beginner,,"This module introduces students to the basic principles of traditional storytelling and advances them onwards to create complete, compelling immersive story experiences through the use of 360Â° media and Augmented, Virtual and Mixed Reality technologies (360/AR/VR/MR). Using various exercises, writi"
7432,(SCTP Module) Immersive Placemaking and Events (Synchronous and Asynchronous),Republic Polytechnic,Presentation,198.0,30.0,Unspecified,,Immersive Placemaking and Events equips learners with the skills and knowledge to plan an immersive experience to better engage audiences. The module also explores how storytelling can be leveraged in the conceptualisation of symbiotic community-based designs for public spaces and site-specific even
