course_id,title,provider,skill_id,cost,duration_hours,difficulty,source_url
445,(Micro-Credential) Performing Efficacy Testing for Personal Care Products,SINGAPORE POLYTECHNIC,65,288.0,16.0,Unspecified,
446,Facilitating Learning in the Digital Age: Part 1 Digital Learning - The Tripartite Relationship (Classroom & Asynchronous e-learning),NANYANG TECHNOLOGICAL UNIVERSITY,65,309.0,13.0,Unspecified,
447,SMU-IPAS Advanced Certificate in Insolvency and Restructuring Module 4: Dispute Resolution,SINGAPORE MANAGEMENT UNIVERSITY,65,300.0,8.0,Advanced,
448,SMU-IPAS Advanced Certificate in Insolvency and Restructuring Module 4: Dispute Resolution (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,65,300.0,8.0,Advanced,
449,Supported Employment and Working with Clients of Different Disabilities (Classroom and Asynchronous),Social Service Institute (SSI),65,300.0,36.0,Unspecified,
450,Supported Employment and Working with Clients of Different Disabilities (Synchronous & Asynchronous),Social Service Institute (SSI),65,300.0,36.0,Unspecified,
451,Writing Effective Grant Proposals,NANYANG TECHNOLOGICAL UNIVERSITY,65,600.0,7.0,Beginner,
452,Care Management and Caregiving for the Elderly,CRAWFURD SILVER CARE PTE. LTD.,65,560.0,18.0,Beginner,
453,BIZ-HRL Human Resource Law (Synchronous e-learning),NATIONAL UNIVERSITY OF SINGAPORE,65,600.0,15.0,Unspecified,
454,Assisted Robot Patent Drafting,SINGAPORE INSTITUTE OF TECHNOLOGY,65,600.0,16.0,Intermediate,
455,Philanthropic Advising,SINGAPORE UNIVERSITY OF SOCIAL SCIENCES,65,792.0,24.5,Unspecified,
456,Training Administration,Institute of Technical Education,65,628.98,60.0,Unspecified,
457,Patent Information & Search,SINGAPORE UNIVERSITY OF SOCIAL SCIENCES,65,900.0,32.0,Unspecified,
458,Human Resource Information and Administration,Institute of Technical Education,65,628.98,90.0,Unspecified,
459,Business Assets & Operations Risk Management,Institute of Technical Education,65,861.0,60.0,Unspecified,
460,Personal Risk & Transfer Management,Institute of Technical Education,65,861.0,60.0,Unspecified,
461,Business Manpower & Financial Continuity,Institute of Technical Education,65,861.0,61.25,Unspecified,
462,Advanced Insurance Principles,Institute of Technical Education,65,861.0,60.0,Advanced,
463,Introduction to Sociology,Singapore University of Social Sciences,65,1461.0,24.0,Beginner,
464,Internationalisation Series: Uncovering Strategic Business Developments in India,SINGAPORE MANAGEMENT UNIVERSITY,65,2100.0,40.0,Beginner,
465,Human Resource Systems Management Level 2: Operate Human Resource Information Systems (Synchronous e-learning),HUMAN CAPITAL (SINGAPORE) PTE. LTD.,33,240.0,16.0,Unspecified,
466,Risk Assessment and Laboratory Safety,Republic Polytechnic,71,60.0,8.0,Beginner,
467,An Introduction to Industrial X-Ray CT Scanning & its Applications,Nanyang Polytechnic,71,78.0,7.0,Beginner,
468,Environment Impact Assessment,Singapore Polytechnic,71,114.0,8.0,Beginner,
469,Active Ageing through Physical Activity,Republic Polytechnic,71,120.0,9.0,Beginner,
470,Making Decisions for Effective Implementation,NTUC LEARNINGHUB PTE. LTD.,71,100.0,7.0,Unspecified,
471,CoC in Battery Management System (Classroom & Asynchronous),Institute of Technical Education,71,125.0,11.0,Beginner,
472,Professional Development (Professional) Series Build a Resilient Workforce in a BANI World,NTUC LEARNINGHUB PTE. LTD.,71,100.0,7.0,Intermediate,
473,â€‹â€‹On-the-Job Training (OJT) Lite Blueprint Developmentâ€‹,SINGAPORE POLYTECHNIC,71,144.0,7.0,Unspecified,
474,CoC in AI for Non-Engineering Learners (Computer Vision with Microsoft Azure),Institute of Technical Education,71,147.0,14.0,Beginner,
475,Generate New Ideas to Unleash Service Innovation,IMAGEWORKS PTE. LTD.,71,150.0,8.0,Unspecified,
476,"Sustainable Futures: Navigating Risks, Social Impact and Sustainable Financing for SMEs",Ngee Ann Polytechnic,71,150.0,8.0,Unspecified,
477,Retail (SF): Workplace Safety and Health L4,NTUC LEARNINGHUB PTE. LTD.,71,120.0,16.0,Unspecified,
478,Problem Solving Fundamentals (Classroom and Synchronous E-learning),TRAINING VISION INSTITUTE PTE. LTD.,71,170.0,14.0,Beginner,
479,Pinning for Fit Evaluation,TEMBUSU INSTITUTE PTE. LTD.,71,141.9,8.0,Intermediate,
480,Retail (SF): E-Commerce Campaign Management L2,NTUC LEARNINGHUB PTE. LTD.,71,144.0,16.0,Unspecified,
481,Digital Event Management,Nanyang Polytechnic,71,157.5,14.0,Unspecified,
482,Digital Event Management (Sync e-Learning),Nanyang Polytechnic,71,157.5,14.0,Unspecified,
483,"How to Make Decisions Faster, Better and Smart at Work (Classroom & Synchronous E-learning)",TRAINING VISION INSTITUTE PTE. LTD.,71,170.0,12.0,Unspecified,
484,"CaseTrust Accreditation Scheme for eCommerce Businesses [Classroom Facilitated, Asynchronous E-Learning]",Singapore Institute Of Retail Studies (SIRS),71,150.0,10.0,Intermediate,
485,Adapting to Evolving Changes (Classroom & Synchronous E-learning),TRAINING VISION INSTITUTE PTE. LTD.,71,170.0,14.0,Unspecified,
486,Cultivating a Creative Mindset (Classroom and Synchronous E-learning),TRAINING VISION INSTITUTE PTE. LTD.,71,170.0,14.0,Unspecified,
487,Empowering Self Through Effective Problem-Solving Skills,EDUQUEST INTERNATIONAL INSTITUTE PTE. LTD.,71,175.0,14.0,Unspecified,
488,Empowering Self with Creative Thinking Skills,EDUQUEST INTERNATIONAL INSTITUTE PTE. LTD.,71,175.0,14.0,Unspecified,
489,Engage in Service Innovation,ADEPT ACADEMY PTE. LTD.,71,170.0,16.0,Unspecified,
490,"Guide the implementation of improved approaches in Early Intervention Teaching (Classroom, Synchronous, Asynchronous)",Social Service Institute (SSI),71,180.0,11.75,Intermediate,
491,Warehouse and Inventory Management,Nanyang Polytechnic,45,70.5,7.0,Beginner,
492,Warehouse and Inventory Management (Synchronous eLearning),Nanyang Polytechnic,45,70.5,7.0,Beginner,
493,Pharmaceutical inventory management,Republic Polytechnic,45,100.5,8.0,Unspecified,
494,Equipment and Inventory Management (Level 3),WORK WORK PRIVATE LIMITED,45,120.0,9.0,Unspecified,
495,Equipment and Inventory Management (Level 3),INSKILLS TRAINING PTE. LTD.,45,145.0,12.0,Unspecified,
496,Equipment and Inventory Management (SF),ASCENDO ACADEMY PTE. LTD.,45,145.0,12.0,Unspecified,
497,Understanding Data: Inventory Management,Ngee Ann Polytechnic,45,142.5,8.0,Intermediate,
498,Equipment and Inventory Management - Level 3,LITERACY EMPOWERMENT ACADEMY PTE. LTD.,45,140.0,9.75,Intermediate,
499,Inventory Management,Republic Polytechnic,45,158.85,15.0,Unspecified,
500,Food and Beverage Inventory Management Level 1,EDUQUEST INTERNATIONAL INSTITUTE PTE. LTD.,45,175.0,16.0,Unspecified,
501,Food and Beverage Inventory Management,NTUC LEARNINGHUB PTE. LTD.,45,175.0,12.0,Intermediate,
502,WSQ Food and Beverage Inventory Management (Level 1)(Classroom and Asynchronous e-Learning),AT-SUNRICE GLOBALCHEF ACADEMY PTE. LTD.,45,193.0,18.0,Unspecified,
503,HEALTHCARE INVENTORY MANAGEMENT (SYNCHRONOUS E-LEARNING),HMI INSTITUTE OF HEALTH SCIENCES PTE. LTD.,45,189.0,24.0,Unspecified,
504,L3 Equipment and Inventory Management,TRAINING MASTERS WORKFORCE INSTITUTE PTE LTD,45,220.35,19.5,Unspecified,
505,F n B Inventory Management L4,ADDISON INSTITUTE PTE. LTD.,45,275.0,20.0,Unspecified,
506,WSQ Inventory Management,NTUC LEARNINGHUB PTE. LTD.,45,425.0,19.0,Unspecified,
507,Inventory Management,SINGAPORE UNIVERSITY OF SOCIAL SCIENCES,45,438.3,20.0,Unspecified,
508,Inventory Management  (SC1),Republic Polytechnic,45,486.0,15.0,Unspecified,
509,(eCornell) Inventory Management,GENASHTIM,45,700.0,12.0,Unspecified,
510,(eCornell) Inventory Management Analysis,GENASHTIM,45,700.0,12.0,Unspecified,
511,"Inventory Management and Control in Supply Chains, Warehouse Automation and Operations Strategy Development  (Synchronous e-learning)",NATIONAL UNIVERSITY OF SINGAPORE,45,855.0,21.0,Beginner,
512,Inventory Management (Classroom & Asynchronous),SINGAPORE INSTITUTE OF MANUFACTURING TECHNOLOGY,45,900.0,42.0,Beginner,
513,Material Planning and Inventory Management,Institute of Technical Education,45,628.98,100.0,Unspecified,
514,Warehouse & Inventory Management,Institute of Technical Education,45,861.0,61.25,Unspecified,
515,Warehousing and Inventory Management,Institute of Technical Education,45,628.98,120.0,Unspecified,
516,Warehouse Performance Measurement (Classroom and Synchronous e-learning),Singapore Polytechnic,24,294.0,40.0,Unspecified,
517,E-commerce Ecosystem Fundamentals and Key Performance Indicators,SINGAPORE MANAGEMENT UNIVERSITY,24,600.0,15.0,Beginner,
518,Vendor Management and Performance Measurement,NTUC LEARNINGHUB PTE. LTD.,24,540.0,16.0,Intermediate,
519,KPI: Keys to Persuasion and Influence,Nanyang Technological University,24,590.0,14.0,Unspecified,
520,Advanced Certificate in Digital Procurement Module 1: Procurement Data Analytics and Performance Measurement,SINGAPORE MANAGEMENT UNIVERSITY,24,600.0,17.0,Advanced,
521,Advanced Certificate in Digital Procurement Module 1: Procurement Data Analytics and Performance Measurement (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,24,600.0,17.0,Advanced,
522,"Supply Chain Management: Concepts, Distribution Network Design and Performance Measurement",NATIONAL UNIVERSITY OF SINGAPORE,24,855.0,21.0,Beginner,
523,"Supply Chain Management: Concepts, Distribution Network Design and Performance Measurement (Synchronous e-learning)",NATIONAL UNIVERSITY OF SINGAPORE,24,855.0,21.0,Unspecified,
524,Hospitality Industry Analytics,Nanyang Polytechnic,24,78.0,7.0,Beginner,
525,Hospitality Industry Analytics - Synchronous elearning,Nanyang Polytechnic,24,90.0,7.0,Beginner,
526,Performance Management Workshop â€“ Individual Contributor,ARK LEADERSHIP & LEARNING PTE. LTD.,24,175.0,7.5,Unspecified,
527,Retail (SF): Financial Budget Planning and Management L4,NTUC LEARNINGHUB PTE. LTD.,24,135.0,20.0,Unspecified,
528,WSQ Customer Service Excellence (Level 4),AT-SUNRICE GLOBALCHEF ACADEMY PTE. LTD.,24,171.56,16.0,Unspecified,
529,WSQ Apply Continuous Process Improvement Techniques,NTUC LEARNINGHUB PTE. LTD.,24,180.0,16.0,Unspecified,
530,Establish Measurement and Monitoring of WSH Performance,SISO ACADEMY PTE. LTD.,24,200.0,16.0,Unspecified,
531,WSQ Narrating Sustainability in Tourism & Events through Storytelling,NTUC LEARNINGHUB PTE. LTD.,24,250.0,10.0,Unspecified,
532,HEALTHCARE MATERIALS MANAGEMENT (SYNCHRONOUS E-LEARNING),HMI INSTITUTE OF HEALTH SCIENCES PTE. LTD.,24,189.0,24.0,Unspecified,
533,Excel Customer Service to Achieve Results,ACADEMIES AUSTRALASIA COLLEGE PTE. LIMITED,24,233.64,16.0,Unspecified,
534,Sustainable Supply Chain and the Circular Economy (Classroom and Asynchronous e-learning),SINGAPORE POLYTECHNIC,24,261.0,15.0,Unspecified,
535,Advanced Lean Skills (Module 2),SINGAPORE INSTITUTE OF TECHNOLOGY,24,300.0,8.0,Advanced,
536,Manage WSH Audit Programme,SISO ACADEMY PTE. LTD.,24,308.0,22.0,Unspecified,
537,Drive Service Quality and Customer Satisfaction (Service Information and Results),SERVICE QUALITY CENTRE PTE. LTD.,24,345.0,16.0,Unspecified,
538,Financial Management (Synchronous e-learning),SINGAPORE CHINESE CHAMBER INSTITUTE OF BUSINESS,24,410.0,16.0,Unspecified,
539,Digital Marketing with Generative AI (GenAI),TERTIARY INFOTECH PTE. LTD.,24,400.0,16.0,Intermediate,
540,WSQ Advanced Search Engine Optimisation (SEO),EQUINET ACADEMY PRIVATE LIMITED,24,475.0,16.0,Advanced,
541,Job and Labour Market Analysis,Republic Polytechnic,39,1458.0,45.0,Unspecified,
542,Global Capitalism and Inequality,Singapore University of Social Sciences,39,1461.0,18.0,Unspecified,
543,National Economy and Growth,Singapore University of Social Sciences,39,1461.0,18.0,Unspecified,
544,Social Policy and Societal Well-being,Singapore University of Social Sciences,39,1461.0,18.0,Unspecified,
545,Post-Diploma Certificate in Career Development,Republic Polytechnic,39,4374.0,135.0,Unspecified,
546,Certified Lean Six Sigma White Belt (CLSSWB) Training,TERTIARY INFOTECH PTE. LTD.,49,200.0,8.0,Intermediate,
547,Implement Lean Six Sigma,SINGAPORE NATIONAL EMPLOYERS FEDERATION,49,325.0,24.0,Unspecified,
548,Lean Six Sigma (Green Belt) Management,SINGAPORE INSTITUTE OF MATERIALS MANAGEMENT,49,392.5,16.0,Unspecified,
549,Lean Six Sigma for Supply Chains,SINGAPORE UNIVERSITY OF SOCIAL SCIENCES,49,438.3,20.0,Unspecified,
550,Reducing Waste and Improving Workplace Efficiency with Lean Six Sigma,TERTIARY INFOTECH PTE. LTD.,49,400.0,16.0,Advanced,
551,Implement Lean Six Sigma,LEARNERS HUB PTE. LTD.,49,500.0,32.0,Unspecified,
552,Implement Lean Six Sigma (Synchronous e-learning),TUV SUD PSB PTE. LTD.,49,500.0,32.0,Unspecified,
553,Lean Six Sigma for Circular Economy,NTUC LEARNINGHUB PTE. LTD.,49,600.0,16.0,Unspecified,
554,Lean Six Sigma Methods,Republic Polytechnic,49,509.4,60.0,Unspecified,
555,Apply Statistics for Lean Six Sigma,NANYANG TECHNOLOGICAL UNIVERSITY,49,735.0,28.0,Beginner,
556,Lean Six Sigma Yellow Belt (Enhanced),Ngee Ann Polytechnic,49,900.0,35.0,Beginner,
557,Lean Six Sigma Yellow Belt (Enhanced) (Synchronous e-learning),Ngee Ann Polytechnic,49,900.0,35.0,Beginner,
558,Lean Six Sigma Green Belt (Classroom & Asynchronous e-learning),NATIONAL UNIVERSITY OF SINGAPORE,49,1530.0,45.0,Unspecified,
559,Establish Lean Six Sigma Methodology,NANYANG TECHNOLOGICAL UNIVERSITY,49,945.0,36.0,Beginner,
560,Implement Lean Six Sigma,SMF CENTRE FOR CORPORATE LEARNING PTE. LTD.,49,1050.0,32.0,Unspecified,
561,Lean Six Sigma,Singapore University of Social Sciences,49,1461.0,18.0,Beginner,
562,Apply Continuous Process Improvement Techniques (Blended) SFw,Electronics Industries Training Centre,49,150.0,15.0,Unspecified,
563,Continuous Process Improvement (Level 1) (SF),LIGHTHOUSE GLOBAL TRAINING AND CONSULTANCY PTE. LTD.,49,160.0,16.0,Unspecified,
564,Continuous Process Improvement L3 (SF): Fostering a Continuous Improvement Culture,NTUC LEARNINGHUB PTE. LTD.,49,256.0,16.0,Unspecified,
565,Manage Process Improvement,SINGAPORE NATIONAL EMPLOYERS FEDERATION,49,225.0,24.0,Unspecified,
566,Process Improvement (Mandarin),SINGAPORE CHINESE CHAMBER INSTITUTE OF BUSINESS,49,270.0,16.0,Intermediate,
567,Process Improvement (Mandarin) (Synchronous e-learning),SINGAPORE CHINESE CHAMBER INSTITUTE OF BUSINESS,49,270.0,16.0,Intermediate,
568,Process Improvement (Synchronous e-learning),SINGAPORE CHINESE CHAMBER INSTITUTE OF BUSINESS,49,270.0,16.0,Intermediate,
569,Upgrading to Lean Six Sigma Black Belt,BSI GROUP SINGAPORE PTE. LTD.,49,2000.0,63.0,Advanced,
570,Manage Process Improvement,LEARNERS HUB PTE. LTD.,49,337.5,24.0,Unspecified,
571,Advanced Certificate in Artificial Intelligence (AI) Product Development in the Digital Economy Module 4: Deep Learning Techniques for Advanced AI Product Development,SINGAPORE MANAGEMENT UNIVERSITY,11,600.0,15.0,Advanced,
572,Advanced Certificate in Artificial Intelligence (AI) Product Development in the Digital Economy Module 4: Deep Learning Techniques for Advanced AI Product Development (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,11,600.0,15.0,Advanced,
573,Neural Networks & Deep Learning for Machine Vision,Nanyang Polytechnic,11,222.0,21.0,Unspecified,
574,Deep Learning & Neural Networks,SINGAPORE UNIVERSITY OF SOCIAL SCIENCES,11,792.0,18.0,Intermediate,
575,Neural Networks and Deep Learning,NANYANG TECHNOLOGICAL UNIVERSITY,11,1050.0,24.0,Beginner,
576,Real-time Object Detection & Recognition using  Deep Learning,Nanyang Polytechnic,11,78.0,7.0,Intermediate,
577,Real-time Object Detection & Recognition usingÂ  Deep Learning (Synchronous e-Learning),Nanyang Polytechnic,11,78.0,7.0,Intermediate,
578,Deep Learning Optimisation Techniques,Republic Polytechnic,11,153.0,16.0,Unspecified,
579,Fundamentals of Deep Learning,Republic Polytechnic,11,189.0,16.0,Beginner,
580,Beginning Artificial Intelligence Through Neuroscience (Synchronous e-learning),NATIONAL UNIVERSITY OF SINGAPORE,11,255.0,7.5,Beginner,
581,Computer Vision & Deep Learning for Robotics - Part of Post Diploma Certificate in Intelligent Autonomous Robotics (SDRE),Ngee Ann Polytechnic,11,317.7,30.0,Unspecified,
582,Artificial Intelligence (AI),SINGAPORE POLYTECHNIC,11,390.0,30.0,Unspecified,
583,Top AI Skills to Learn - Deep Learning,NANYANG TECHNOLOGICAL UNIVERSITY,11,600.0,7.0,Beginner,
584,Introduction to Deep Learning (Classroom & Asynchronous),Ngee Ann Polytechnic,11,480.0,32.0,Beginner,
585,Introduction to Deep Learning (Synchronous e-learning),Ngee Ann Polytechnic,11,480.0,32.0,Beginner,
586,Deep Learning Fundamentals,NATIONAL UNIVERSITY OF SINGAPORE,11,630.0,14.0,Beginner,
587,Deep Learning for the Internet of Things,NATIONAL UNIVERSITY OF SINGAPORE,11,630.0,14.0,Unspecified,
588,CoC in Introduction to Artificial Intelligence,Institute of Technical Education,11,84.0,7.0,Beginner,
589,Demystify Artificial Intelligence & Data in your Industry,Nanyang Polytechnic,11,90.0,7.0,Beginner,
590,Designing Physical Card Games with Artificial Intelligence (AI),Republic Polytechnic,11,87.0,8.0,Beginner,
591,CoC in Introduction to Generative Artificial Intelligence (AI),Institute of Technical Education,11,96.0,7.0,Beginner,
592,Artificial intelligence (AI) Project Management,Republic Polytechnic,11,99.0,8.0,Beginner,
593,Essentials of Deep Learning (Asynchronous e-Learning),Republic Polytechnic,11,57.0,16.0,Beginner,
594,Demystify Generative Artificial Intelligence,Nanyang Polytechnic,11,90.0,7.0,Unspecified,
595,Artificial Intelligence (AI) Art for Hospitality and Tourism Marketing,Republic Polytechnic,11,87.0,8.0,Unspecified,
596,Designing Effective Infographics,Singapore Polytechnic,30,69.0,7.0,Unspecified,
597,Retail (SF): Store Security Policy L1,NTUC LEARNINGHUB PTE. LTD.,30,75.0,8.0,Unspecified,
598,WSH Culture Development Course for Cleaners (Level 2),NTUC LEARNINGHUB PTE. LTD.,30,87.5,7.0,Unspecified,
599,Administer WSH Policy,ABSOLUTE KINETICS CONSULTANCY PTE LTD,30,67.29,12.0,Unspecified,
600,Administer WSH Policy.,NTUC LEARNINGHUB PTE. LTD.,30,100.0,8.0,Unspecified,
601,Workplace Safety and Health Performance Management Course for Cleaning Supervisors (Level 2),NTUC LEARNINGHUB PTE. LTD.,30,100.0,8.0,Unspecified,
602,WSQ Retail (Sf): Store Security Policy (Apply Security Practices),NTUC LEARNINGHUB PTE. LTD.,30,125.0,8.0,Unspecified,
603,Workplace Safety and Health Policy Development (Classroom + Asynchronous E-Learning),EVERSAFE ACADEMY PTE. LTD.,30,112.5,12.0,Unspecified,
604,Workplace Safety and Health Policy Development (Administer WSH Policy),AVANTA GLOBAL PTE. LTD.,30,115.0,12.0,Unspecified,
605,Workplace Safety and Health Policy Development,GREENSAFE INTERNATIONAL PTE. LTD.,30,116.82,12.0,Unspecified,
606,WSQ Apply Workplace Safety & Health Policy,SFIC INSTITUTE PTE. LTD.,30,147.06,9.5,Unspecified,
607,Apply Workplace Safety and Health Policy (Blended) SFw,Electronics Industries Training Centre,30,150.0,16.0,Unspecified,
608,PWM-Cleaning: WSH Culture Development â€“ Level 2,ASTUTE PROFESSIONAL TRAINING ACADEMY PTE. LTD.,30,170.0,13.0,Unspecified,
609,Introduce Classroom and Behaviour Management Strategies in Early Intervention Teaching (Synchronous and Asynchronous),Social Service Institute (SSI),30,195.0,15.5,Beginner,
610,Implement FlexiWork Arrangement,James Cook Institute Pte Ltd,30,200.0,8.0,Intermediate,
611,"Infection Prevention and Control in Nursing Practice (Classroom, Synchronous and Asynchronous)",HMI INSTITUTE OF HEALTH SCIENCES PTE. LTD.,30,187.0,17.0,Unspecified,
612,Apply WSH Policy,SSA ACADEMY PTE. LTD.,30,200.0,16.0,Unspecified,
613,Apply Workplace Safety and Health Policy (SF),SMF CENTRE FOR CORPORATE LEARNING PTE. LTD.,30,230.0,16.0,Unspecified,
614,Store Security Policy (Level 3) (SF),LIGHTHOUSE GLOBAL TRAINING AND CONSULTANCY PTE. LTD.,30,240.0,16.0,Unspecified,
615,Store Security Policy (Level 1) (SF),LIGHTHOUSE GLOBAL TRAINING AND CONSULTANCY PTE. LTD.,30,241.0,16.0,Unspecified,
616,Develop Organisational Plans for Economic Shifts,SERVICE QUALITY CENTRE PTE. LTD.,30,245.0,16.0,Unspecified,
617,Singapore in the International System,NANYANG TECHNOLOGICAL UNIVERSITY,30,300.0,13.0,Beginner,
618,Publishing in Contemporary Singapore,NANYANG TECHNOLOGICAL UNIVERSITY,30,300.0,13.0,Unspecified,
619,Assessment for Learning: Deep dive into issues and possibilities (Classroom & Asynchronous e-learning),NANYANG TECHNOLOGICAL UNIVERSITY,30,309.0,13.0,Unspecified,
620,Develop a Workplace Safety and Health Management System (WSHMS) Implementation Plan,GREENSAFE INTERNATIONAL PTE. LTD.,30,222.5,30.0,Unspecified,
621,WSQ-MS Introduction to Data Analytics with Excel and Power BI,TRAINOCATE (S) PTE. LTD.,9,290.0,16.0,Beginner,
622,Business Intelligence with Power BI (Synchronous E-Learning),AVENTIS GRADUATE SCHOOL PTE. LTD.,9,495.0,14.5,Unspecified,
623,Data Analytics & Visualization with Power BI,INTELLISOFT SYSTEMS,9,500.0,16.0,Unspecified,
624,Analyzing and Visualizing Data with Power BI (SF) (Synchronous e-learning),NTUC LEARNINGHUB PTE. LTD.,9,540.0,24.0,Unspecified,
625,Data Analytics Using Advanced Power BI,SINGAPORE MANAGEMENT UNIVERSITY,9,900.0,24.0,Advanced,
626,Data Analytics Using Advanced Power BI (Synchronous E-learning),SINGAPORE MANAGEMENT UNIVERSITY,9,900.0,24.0,Advanced,
627,Analytics Implementation (SF),LITHAN ACADEMY PTE. LTD.,9,1500.0,60.75,Intermediate,
628,Predictive Analytics and Machine Learning Module 1: Predictive Modelling for Numerical Data (Synchronous e-Learning),SINGAPORE MANAGEMENT UNIVERSITY,12,480.0,15.0,Unspecified,
629,Predictive Analytics and Machine Learning Module 2: Predictive Modelling for Categorical Data (Synchronous e-Learning),SINGAPORE MANAGEMENT UNIVERSITY,12,480.0,15.0,Unspecified,
630,Predictive Analytics and Machine Learning using Python,NTUC LEARNINGHUB PTE. LTD.,12,375.0,16.0,Unspecified,
631,Predictive Modelling,SINGAPORE UNIVERSITY OF SOCIAL SCIENCES,12,438.3,20.0,Unspecified,
632,Professional Certificate in Machine Learning (Python): Module 4 - Advanced Concepts in Data Modelling (Synchronous e-learning),SINGAPORE MANAGEMENT UNIVERSITY,12,480.0,15.0,Advanced,
633,Introduction to Machine Learning - Synchronous elearning,Nanyang Polytechnic,12,63.0,7.0,Beginner,
634,Introduction to Artificial Intelligence  and  Machine Learning (Synchronous e-Learning),Nanyang Polytechnic,12,70.5,7.0,Beginner,
635,Introduction to Artificial Intelligence andÂ  Machine Learning,Nanyang Polytechnic,12,70.5,7.0,Beginner,
636,Introduction to Machine Learning,Nanyang Polytechnic,12,70.5,7.0,Beginner,
637,CoC in Introduction to Machine Learning (AI),Institute of Technical Education,12,75.0,7.0,Beginner,
638,Advanced Certificate in Data Analytics in Digital Economy Module 5: Predictive Modeling and Decision Making,SINGAPORE MANAGEMENT UNIVERSITY,12,600.0,15.0,Advanced,
639,Advanced Certificate in Data Analytics in Digital Economy Module 5: Predictive Modeling and Decision Making (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,12,600.0,15.0,Advanced,
640,Supervised Machine Learning in Python (Sync e-Learning),Nanyang Polytechnic,12,78.0,7.0,Beginner,
641,An Introduction to Code-Free Machine Learning,Republic Polytechnic,12,81.0,8.0,Beginner,
642,Machine Learning 101 for Financial Trading,TERTIARY INFOTECH PTE. LTD.,12,0.0,16.0,Intermediate,
643,Machine Learning Fundamentals in Python (Sync e-Learning),Nanyang Polytechnic,12,78.0,7.0,Intermediate,
644,Machine Learning in Finance - Synchronous elearning,Nanyang Polytechnic,12,78.0,7.0,Intermediate,
645,Machine Learning in Finance,Nanyang Polytechnic,12,90.0,7.0,Intermediate,
646,Introduction to AI and Machine Learning,SINGAPORE POLYTECHNIC,12,96.0,7.0,Intermediate,
647,Introduction to AI and Machine Learning (Synchronised e-learning),Singapore Polytechnic,12,96.0,7.0,Intermediate,
648,Machine Learning & Predictive Modelling,SINGAPORE POLYTECHNIC,12,1824.0,60.0,Intermediate,
649,Machine Learning with Neural Networks and K-means Clustering Using Python (Sync e-Learning),Nanyang Polytechnic,12,78.0,7.0,Advanced,
650,Machine Learning in Practice,Temasek Polytechnic,12,155.3,14.0,Beginner,
651,NTU-FTA Series - Artificial Intelligence and Machine Learning,NANYANG TECHNOLOGICAL UNIVERSITY,12,180.0,7.0,Unspecified,
652,Fundamentals of Machine Learning,Republic Polytechnic,12,189.0,14.0,Beginner,
653,Mastering Presentation and Storytelling in Business (Classroom & Asynchronous),KORN FERRY (SG) PTE. LTD.,52,315.0,10.0,Intermediate,
654,[LPCI] Mastering Presentation and Storytelling in Business (Classroom & Asynchronous),KORN FERRY (SG) PTE. LTD.,52,367.06,10.0,Intermediate,
655,[DELIVER] Mastering Presentation and Storytelling in Business (Classroom & Asynchronous),KORN FERRY (SG) PTE. LTD.,52,413.6,11.0,Unspecified,
656,Business Presentation with Storytelling and Infographics,SINGAPORE MANAGEMENT UNIVERSITY,52,660.0,15.0,Intermediate,
657,Business Presentation with Storytelling and Infographics (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,52,660.0,15.0,Intermediate,
658,The Art of Business Presentation: For Workplace Success,ALUE SINGAPORE PTE. LTD.,52,350.0,16.0,Unspecified,
659,The Art of Business Presentation: For Workplace Success (Synchronous E-learning),ALUE SINGAPORE PTE. LTD.,52,350.0,16.0,Unspecified,
660,Storytelling for Social Media 101,Nanyang Polytechnic,52,70.5,7.0,Beginner,
661,Digital Storytelling (Synchronous eLearning),Nanyang Polytechnic,52,78.0,7.0,Beginner,
662,Storytelling using Smartphone Photography - Synchronous e-learning,Nanyang Polytechnic,52,78.0,7.0,Beginner,
663,Data Storytelling and Visualisation for Finance Services,TERTIARY INFOTECH PTE LTD,52,0.0,16.0,Unspecified,
664,Storytelling for Businesses in the Digital Era (Synchronous e-learning),Republic Polytechnic,52,81.0,8.0,Beginner,
665,Storytelling using Smartphone Photography,Nanyang Polytechnic,52,90.0,7.0,Beginner,
666,PWM-Retail: Retail (SF): Visual Merchandising Presentation L1 (AOP),NTUC LEARNINGHUB PTE. LTD.,52,90.0,2.0,Unspecified,
667,DIGITAL STORYTELLING,Nanyang Polytechnic,52,78.0,7.0,Unspecified,
668,The Art Of Storytelling (Synchronous e-learning),Ngee Ann Polytechnic,52,75.0,8.0,Unspecified,
669,Brand Storytelling with Design for Business,Republic Polytechnic,52,81.0,8.0,Unspecified,
670,Storytelling for Businesses in the Digital Era,Republic Polytechnic,52,81.0,8.0,Unspecified,
671,Apply Sensory Analysis to Food & Beverage Preparation and Presentation,AT-SUNRICE GLOBALCHEF ACADEMY PTE. LTD.,52,56.91,13.5,Unspecified,
672,Use Herbs & Spices in Various Cuisine Preparation and Presentation,AT-SUNRICE GLOBALCHEF ACADEMY PTE. LTD.,52,56.91,13.5,Unspecified,
